window_start	window_end	cigar_string
123733768	123734767	212=1X963=
123734768	123735767	963=1X2705=
123735768	123736767	2705=
123736768	123737767	2705=1699D
123737768	123738767	1699D
123738768	123739767	1699D11874=
123739768	123740767	11874=
123740768	123741767	11874=
123741768	123742767	11874=
123742768	123743767	11874=
123743768	123744767	11874=
123744768	123745767	11874=
123745768	123746767	11874=
123746768	123747767	11874=
123747768	123748767	11874=
123748768	123749767	11874=
123749768	123750767	11874=
123750768	123751767	11874=1X1370=
123751768	123752767	1370=1X3023=
123752768	123753767	3023=
123753768	123754767	3023=
123754768	123755767	3023=1X1288=
123755768	123756767	1288=
123756768	123757767	1288=1X538=1X1524=
123757768	123758767	1524=
123758768	123759767	1524=1X81=1X1251=
123759768	123760767	1251=340I224=1X7152=
123760768	123761767	7152=
123761768	123762767	7152=
123762768	123763767	7152=
123763768	123764767	7152=
123764768	123765767	7152=
123765768	123766767	7152=
123766768	123767767	7152=1D1=1X905=
123767768	123768767	905=6457I3557=
123768768	123769767	3557=
123769768	123770767	3557=
123770768	123771767	3557=
123771768	123772767	3557=1X362=340D
123772768	123773767	340D1707=
123773768	123774767	1707=1X363=
123774768	123775767	363=1X281=1X7346=
123775768	123776767	7346=
123776768	123777767	7346=
123777768	123778767	7346=
123778768	123779767	7346=
123779768	123780767	7346=
123780768	123781767	7346=
123781768	123782767	7346=1X3324=
123782768	123783767	3324=
123783768	123784767	3324=
123784768	123785767	3324=
123785768	123786767	3324=3741D
123786768	123787767	3741D
123787768	123788767	3741D
123788768	123789767	3741D1137=
123789768	123790767	1137=1X1693=
123790768	123791767	1693=
123791768	123792767	1693=1X4213=
123792768	123793767	4213=
123793768	123794767	4213=
123794768	123795767	4213=
123795768	123796767	4213=1X1540=
123796768	123797767	1540=
123797768	123798767	1540=3400I80=1X684=
123798768	123799767	684=1X1605=
123799768	123800767	1605=1X219=1359D
123800768	123801767	1359D
123801768	123802767	1359D422=1X560=
123802768	123803767	560=1X21=1X3039=
123803768	123804767	3039=
123804768	123805767	3039=
123805768	123806767	3039=1X34=1X396=1X1659=
123806768	123807767	1659=
123807768	123808767	1659=2I65=1X2194=
123808768	123809767	2194=
123809768	123810767	2194=680D
123810768	123811767	680D8230=
123811768	123812767	8230=
123812768	123813767	8230=
123813768	123814767	8230=
123814768	123815767	8230=
123815768	123816767	8230=
123816768	123817767	8230=
123817768	123818767	8230=
123818768	123819767	8230=1X182=1X734=
123819768	123820767	734=1X4797=
123820768	123821767	4797=
123821768	123822767	4797=
123822768	123823767	4797=
123823768	123824767	4797=
123824768	123825767	4797=1X533=1X4322=
123825768	123826767	4322=
123826768	123827767	4322=
123827768	123828767	4322=
123828768	123829767	4322=
123829768	123830767	4322=1X597=1X4717=
123830768	123831767	4717=
123831768	123832767	4717=
123832768	123833767	4717=
123833768	123834767	4717=
123834768	123835767	4717=5441D
123835768	123836767	5441D
123836768	123837767	5441D
123837768	123838767	5441D
123838768	123839767	5441D
123839768	123840767	5441D3520=
123840768	123841767	3520=
123841768	123842767	3520=
123842768	123843767	3520=
123843768	123844767	3520=1X2466=
123844768	123845767	2466=
123845768	123846767	2466=1X603=
123846768	123847767	603=1X952=
123847768	123848767	952=3056I1159=
123848768	123849767	1159=1X1335=
123849768	123850767	1335=
123850768	123851767	1335=1X7016=
123851768	123852767	7016=
123852768	123853767	7016=
123853768	123854767	7016=
123854768	123855767	7016=
123855768	123856767	7016=
123856768	123857767	7016=
123857768	123858767	7016=340I330=1X2898=
123858768	123859767	2898=
123859768	123860767	2898=
123860768	123861767	2898=1X1821=
123861768	123862767	1821=
123862768	123863767	1821=1X3287=
123863768	123864767	3287=
123864768	123865767	3287=
123865768	123866767	3287=1X1338=
123866768	123867767	1338=2720I1449=
123867768	123868767	1449=
123868768	123869767	1449=1X14=1X2098=
123869768	123870767	2098=
123870768	123871767	2098=1X7776=
123871768	123872767	7776=
123872768	123873767	7776=
123873768	123874767	7776=
123874768	123875767	7776=
123875768	123876767	7776=
123876768	123877767	7776=
123877768	123878767	7776=
123878768	123879767	7776=1X1855=
123879768	123880767	1855=1X245=
123880768	123881767	245=1X327=1X113=1X1173=
123881768	123882767	1173=1X621=
123882768	123883767	621=1X5285=
123883768	123884767	5285=
123884768	123885767	5285=
123885768	123886767	5285=
123886768	123887767	5285=
123887768	123888767	5285=1X3539=
123888768	123889767	3539=
123889768	123890767	3539=
123890768	123891767	3539=
123891768	123892767	3539=1X1700=
123892768	123893767	1700=3741D
123893768	123894767	3741D
123894768	123895767	3741D
123895768	123896767	3741D
123896768	123897767	3741D343=1X307=
123897768	123898767	307=1X168=1X4234=
123898768	123899767	4234=
123899768	123900767	4234=
123900768	123901767	4234=
123901768	123902767	4234=1X10217=
123902768	123903767	10217=
123903768	123904767	10217=
123904768	123905767	10217=
123905768	123906767	10217=
123906768	123907767	10217=
123907768	123908767	10217=
123908768	123909767	10217=
123909768	123910767	10217=
123910768	123911767	10217=
123911768	123912767	10217=1X1560=
123912768	123913767	1560=
123913768	123914767	1560=1X235=1X235=1X2478=
123914768	123915767	2478=
123915768	123916767	2478=
123916768	123917767	2478=2720D
123917768	123918767	2720D
123918768	123919767	2720D
123919768	123920767	2720D252=1X3314=
123920768	123921767	3314=
123921768	123922767	3314=
123922768	123923767	3314=1X2041=
123923768	123924767	2041=
123924768	123925767	2041=1D4077=
123925768	123926767	4077=
123926768	123927767	4077=
123927768	123928767	4077=
123928768	123929767	4077=1X597=
123929768	123930767	597=1X1894=
123930768	123931767	1894=
123931768	123932767	1894=9860I3433=
123932768	123933767	3433=
123933768	123934767	3433=
123934768	123935767	3433=1X2210=
123935768	123936767	2210=
123936768	123937767	2210=1X1009=
123937768	123938767	1009=1X2295=
123938768	123939767	2295=
123939768	123940767	2295=
123940768	123941767	2295=2682D
123941768	123942767	2682D
123942768	123943767	2682D1617=
123943768	123944767	1617=
123944768	123945767	1617=1X4044=
123945768	123946767	4044=
123946768	123947767	4044=
123947768	123948767	4044=
123948768	123949767	4044=1X5395=
123949768	123950767	5395=
123950768	123951767	5395=
123951768	123952767	5395=
123952768	123953767	5395=
123953768	123954767	5395=
123954768	123955767	5395=1020D
123955768	123956767	1020D1512=
123956768	123957767	1512=1X31=340I588=
123957768	123958767	588=4760D
123958768	123959767	4760D
123959768	123960767	4760D
123960768	123961767	4760D
123961768	123962767	4760D1256=
123962768	123963767	1256=
123963768	123964767	1256=1X4631=
123964768	123965767	4631=
123965768	123966767	4631=
123966768	123967767	4631=
123967768	123968767	4631=1X190=
123968768	123969767	190=1X1380=
123969768	123970767	1380=1X358=1X3672=
123970768	123971767	3672=
123971768	123972767	3672=
123972768	123973767	3672=
123973768	123974767	3672=1X3146=
123974768	123975767	3146=
123975768	123976767	3146=
123976768	123977767	3146=1X959=
123977768	123978767	959=1X5188=
123978768	123979767	5188=
123979768	123980767	5188=
123980768	123981767	5188=
123981768	123982767	5188=
123982768	123983767	5188=1X818=
123983768	123984767	818=1I4251=
123984768	123985767	4251=
123985768	123986767	4251=
123986768	123987767	4251=
123987768	123988767	4251=1X1777=
123988768	123989767	1777=
123989768	123990767	1777=1X321=1X696=
123990768	123991767	696=1X5978=
123991768	123992767	5978=
123992768	123993767	5978=
123993768	123994767	5978=
123994768	123995767	5978=
123995768	123996767	5978=
123996768	123997767	5978=1X1561=
123997768	123998767	1561=
123998768	123999767	1561=1X432=1X781=
123999768	124000767	781=2719I2868=
124000768	124001767	2868=
124001768	124002767	2868=
124002768	124003767	2868=340D2435=
124003768	124004767	2435=
124004768	124005767	2435=1X291=
124005768	124006767	291=1X1309=
124006768	124007767	1309=1X590=
124007768	124008767	590=1X1945=
124008768	124009767	1945=
124009768	124010767	1945=5780I926=
124010768	124011767	926=1X1172=
124011768	124012767	1172=1X192=1I693=
124012768	124013767	693=1X463=1X3141=
124013768	124014767	3141=
124014768	124015767	3141=
124015768	124016767	3141=1X346=
124016768	124017767	346=11556D
124017768	124018767	11556D
124018768	124019767	11556D
124019768	124020767	11556D
124020768	124021767	11556D
124021768	124022767	11556D
124022768	124023767	11556D
124023768	124024767	11556D
124024768	124025767	11556D
124025768	124026767	11556D
124026768	124027767	11556D
124027768	124028767	11556D2634=
124028768	124029767	2634=
124029768	124030767	2634=
124030768	124031767	2634=1X175=1X4444=
124031768	124032767	4444=
124032768	124033767	4444=
124033768	124034767	4444=
124034768	124035767	4444=1X6776=
124035768	124036767	6776=
124036768	124037767	6776=
124037768	124038767	6776=
124038768	124039767	6776=
124039768	124040767	6776=
124040768	124041767	6776=
124041768	124042767	6776=1X632=
124042768	124043767	632=340D952=
124043768	124044767	952=1X843=
124044768	124045767	843=1I2=1D6254=
124045768	124046767	6254=
124046768	124047767	6254=
124047768	124048767	6254=
124048768	124049767	6254=
124049768	124050767	6254=
124050768	124051767	6254=1X490=
124051768	124052767	490=1X2543=
124052768	124053767	2543=
124053768	124054767	2543=1X333=
124054768	124055767	333=1X1659=
124055768	124056767	1659=1X987=
124056768	124057767	987=1X930=
124057768	124058767	930=1X1912=
124058768	124059767	1912=
124059768	124060767	1912=1X1476=
124060768	124061767	1476=
124061768	124062767	1476=1X4998=
124062768	124063767	4998=
124063768	124064767	4998=
124064768	124065767	4998=
124065768	124066767	4998=
124066768	124067767	4998=1X322=1D2=2379D
124067768	124068767	2379D
124068768	124069767	2379D140=1X901=
124069768	124070767	901=1X139=1X21=1X1057=
124070768	124071767	1057=18134I4197D
124071768	124072767	4197D
124072768	124073767	4197D
124073768	124074767	4197D
124074768	124075767	4197D
124075768	124076767	4197D604=1X1658=
124076768	124077767	1658=
124077768	124078767	1658=1X5415=
124078768	124079767	5415=
124079768	124080767	5415=
124080768	124081767	5415=
124081768	124082767	5415=
124082768	124083767	5415=681D
124083768	124084767	681D904=
124084768	124085767	904=1X201=1X3133=
124085768	124086767	3133=
124086768	124087767	3133=
124087768	124088767	3133=340I1590=
124088768	124089767	1590=
124089768	124090767	1590=1I25=1X4270=
124090768	124091767	4270=
124091768	124092767	4270=
124092768	124093767	4270=
124093768	124094767	4270=1X373=
124094768	124095767	373=2720D
124095768	124096767	2720D
124096768	124097767	2720D591=
124097768	124098767	591=1X463=1X901=
124098768	124099767	901=2037I112=1X22=1X19=1X143=
124099768	124100767	143=1X2=1X3=1X314=1X118=1X1555=
124100768	124101767	1555=
124101768	124102767	1555=1X1720=
124102768	124103767	1720=340D
124103768	124104767	340D2089=
124104768	124105767	2089=
124105768	124106767	2089=10872D
124106768	124107767	10872D
124107768	124108767	10872D
124108768	124109767	10872D
124109768	124110767	10872D
124110768	124111767	10872D
124111768	124112767	10872D
124112768	124113767	10872D
124113768	124114767	10872D
124114768	124115767	10872D
124115768	124116767	10872D
124116768	124117767	10872D2225=
124117768	124118767	2225=
124118768	124119767	2225=1X1178=
124119768	124120767	1178=2040D
124120768	124121767	2040D
124121768	124122767	2040D1986=
124122768	124123767	1986=
124123768	124124767	1986=1X1182=
124124768	124125767	1182=1X856=
124125768	124126767	856=1X11=1018D
124126768	124127767	1018D1=1D44=1X4=1X27=1X3=1X46=1X72=1X28=1X9=1X1=1X11=1X3=1X41=1X27=1X16=1X13=1X27=1D4=1I12=1X21=1X367=
124127768	124128767	367=1X15=1X271=1X303=1X14=1X286=
124128768	124129767	286=1X31=1X219=1X3=1D7=1X31=1X2=1X35=1X5=1I1=1D24=1X29=1X4=1X78=1X72=1X14=1X23=1X1=1X47=1X15=1X82=1X14=1X21=
124129768	124130767	21=340I64=1X209=1X166=1D1855=
124130768	124131767	1855=
124131768	124132767	1855=1X3496=
124132768	124133767	3496=
124133768	124134767	3496=
124134768	124135767	3496=1X5058=
124135768	124136767	5058=
124136768	124137767	5058=
124137768	124138767	5058=
124138768	124139767	5058=
124139768	124140767	5058=1X1040=
124140768	124141767	1040=1I851=
124141768	124142767	851=3739I421=
124142768	124143767	421=1X2536=
124143768	124144767	2536=
124144768	124145767	2536=1X3651=
124145768	124146767	3651=
124146768	124147767	3651=
124147768	124148767	3651=
124148768	124149767	3651=1X1288=
124149768	124150767	1288=1X4373=
124150768	124151767	4373=
124151768	124152767	4373=
124152768	124153767	4373=
124153768	124154767	4373=
124154768	124155767	4373=1X774=1X2001=
124155768	124156767	2001=
124156768	124157767	2001=1X6501=
124157768	124158767	6501=
124158768	124159767	6501=
124159768	124160767	6501=
124160768	124161767	6501=
124161768	124162767	6501=
124162768	124163767	6501=
124163768	124164767	6501=1X2744=
124164768	124165767	2744=
124165768	124166767	2744=
124166768	124167767	2744=1X66=1X1758=
124167768	124168767	1758=1X1966=
124168768	124169767	1966=
124169768	124170767	1966=1360I903=
124170768	124171767	903=1X2583=
124171768	124172767	2583=
124172768	124173767	2583=
124173768	124174767	2583=1X810=
124174768	124175767	810=2040D
124175768	124176767	2040D
124176768	124177767	2040D927=
124177768	124178767	927=1X4637=
124178768	124179767	4637=
124179768	124180767	4637=
124180768	124181767	4637=
124181768	124182767	4637=1X1511=
124182768	124183767	1511=
124183768	124184767	1511=1X6136=
124184768	124185767	6136=
124185768	124186767	6136=
124186768	124187767	6136=
124187768	124188767	6136=
124188768	124189767	6136=
124189768	124190767	6136=1X4079=
124190768	124191767	4079=
124191768	124192767	4079=
124192768	124193767	4079=
124193768	124194767	4079=1X1667=
124194768	124195767	1667=
124195768	124196767	1667=1X3523=
124196768	124197767	3523=
124197768	124198767	3523=
124198768	124199767	3523=1X172=1X2045=
124199768	124200767	2045=
124200768	124201767	2045=340I2844=
124201768	124202767	2844=
124202768	124203767	2844=
124203768	124204767	2844=1X2164=
124204768	124205767	2164=
124205768	124206767	2164=1X5=1D2=1I9=1X2221=
124206768	124207767	2221=
124207768	124208767	2221=
124208768	124209767	2221=1X4537=
124209768	124210767	4537=
124210768	124211767	4537=
124211768	124212767	4537=
124212768	124213767	4537=680D
124213768	124214767	680D187=1X430=1X953=
124214768	124215767	953=1X1966=
124215768	124216767	1966=
124216768	124217767	1966=3D1857=
124217768	124218767	1857=
124218768	124219767	1857=1X1623=
124219768	124220767	1623=
124220768	124221767	1623=5440D
124221768	124222767	5440D
124222768	124223767	5440D
124223768	124224767	5440D
124224768	124225767	5440D
124225768	124226767	5440D5378=
124226768	124227767	5378=
124227768	124228767	5378=
124228768	124229767	5378=
124229768	124230767	5378=
124230768	124231767	5378=
124231768	124232767	5378=1X4300=
124232768	124233767	4300=
124233768	124234767	4300=
124234768	124235767	4300=
124235768	124236767	4300=1X4327=
124236768	124237767	4327=
124237768	124238767	4327=
124238768	124239767	4327=
124239768	124240767	4327=1X977=
124240768	124241767	977=1X7408=
124241768	124242767	7408=
124242768	124243767	7408=
124243768	124244767	7408=
124244768	124245767	7408=
124245768	124246767	7408=
124246768	124247767	7408=
124247768	124248767	7408=
124248768	124249767	7408=1X2109=
124249768	124250767	2109=
124250768	124251767	2109=1X170=1X2699=
124251768	124252767	2699=
124252768	124253767	2699=
124253768	124254767	2699=1X395=1X989=
124254768	124255767	989=1X2424=
124255768	124256767	2424=
124256768	124257767	2424=
124257768	124258767	2424=1X137=1X1265=
124258768	124259767	1265=1X1607=
124259768	124260767	1607=
124260768	124261767	1607=1X3555=
124261768	124262767	3555=
124262768	124263767	3555=
124263768	124264767	3555=1X1149=
124264768	124265767	1149=1X1631=
124265768	124266767	1631=
124266768	124267767	1631=1X609=1X525=
124267768	124268767	525=1X4705=
124268768	124269767	4705=
124269768	124270767	4705=
124270768	124271767	4705=
124271768	124272767	4705=
124272768	124273767	4705=1X1631=
124273768	124274767	1631=1X1553=
124274768	124275767	1553=
124275768	124276767	1553=1X5108=
124276768	124277767	5108=
124277768	124278767	5108=
124278768	124279767	5108=
124279768	124280767	5108=
124280768	124281767	5108=15958I7118=
124281768	124282767	7118=
124282768	124283767	7118=
124283768	124284767	7118=
124284768	124285767	7118=
124285768	124286767	7118=
124286768	124287767	7118=
124287768	124288767	7118=1X4782=
124288768	124289767	4782=
124289768	124290767	4782=
124290768	124291767	4782=
124291768	124292767	4782=
124292768	124293767	4782=1X7233=
124293768	124294767	7233=
124294768	124295767	7233=
124295768	124296767	7233=
124296768	124297767	7233=
124297768	124298767	7233=
124298768	124299767	7233=
124299768	124300767	7233=1X297=1X833=
124300768	124301767	833=1X2952=
124301768	124302767	2952=
124302768	124303767	2952=
124303768	124304767	2952=1X266=1X331=
124304768	124305767	331=1X2616=
124305768	124306767	2616=
124306768	124307767	2616=1X1339=
124307768	124308767	1339=
124308768	124309767	1339=1X1238=
124309768	124310767	1238=1I445=1X1247=
124310768	124311767	1247=
124311768	124312767	1247=1X519=1X1155=
124312768	124313767	1155=1X665=
124313768	124314767	665=1I366=1X2093=
124314768	124315767	2093=
124315768	124316767	2093=1X611=
124316768	124317767	611=1X2714=
124317768	124318767	2714=
124318768	124319767	2714=
124319768	124320767	2714=1I1706=
124320768	124321767	1706=
124321768	124322767	1706=1X2052=
124322768	124323767	2052=
124323768	124324767	2052=1X3889=
124324768	124325767	3889=
124325768	124326767	3889=
124326768	124327767	3889=1X3224=
124327768	124328767	3224=
124328768	124329767	3224=
124329768	124330767	3224=
124330768	124331767	3224=1X2531=
124331768	124332767	2531=
124332768	124333767	2531=1X380=
124333768	124334767	380=12918D
124334768	124335767	12918D
124335768	124336767	12918D
124336768	124337767	12918D
124337768	124338767	12918D
124338768	124339767	12918D
124339768	124340767	12918D
124340768	124341767	12918D
124341768	124342767	12918D
124342768	124343767	12918D
124343768	124344767	12918D
124344768	124345767	12918D
124345768	124346767	12918D
124346768	124347767	12918D1963=
124347768	124348767	1963=1X907=
124348768	124349767	907=1X1228=
124349768	124350767	1228=
124350768	124351767	1228=3399D
124351768	124352767	3399D
124352768	124353767	3399D
124353768	124354767	3399D50=1X733=
124354768	124355767	733=7137D
124355768	124356767	7137D
124356768	124357767	7137D
124357768	124358767	7137D
124358768	124359767	7137D
124359768	124360767	7137D
124360768	124361767	7137D
124361768	124362767	7137D5459=
124362768	124363767	5459=
124363768	124364767	5459=
124364768	124365767	5459=
124365768	124366767	5459=
124366768	124367767	5459=1X182=
124367768	124368767	182=5440I2172=
124368768	124369767	2172=
124369768	124370767	2172=1X4831=
124370768	124371767	4831=
124371768	124372767	4831=
124372768	124373767	4831=
124373768	124374767	4831=
124374768	124375767	4831=1X208=3061I2084=
124375768	124376767	2084=
124376768	124377767	2084=1X74=1X462=1X67=1X71=
124377768	124378767	71=2719I17=1X144=1X78=1X52=1X4=1X218=1X102=1X90=1X139=1X128=
124378768	124379767	128=1X448=1X510=
124379768	124380767	510=1X4782=
124380768	124381767	4782=
124381768	124382767	4782=
124382768	124383767	4782=
124383768	124384767	4782=1X222=
124384768	124385767	222=1X1072=
124385768	124386767	1072=1X309=6800D
124386768	124387767	6800D
124387768	124388767	6800D
124388768	124389767	6800D
124389768	124390767	6800D
124390768	124391767	6800D
124391768	124392767	6800D
124392768	124393767	6800D2351=
124393768	124394767	2351=
124394768	124395767	2351=1X1171=
124395768	124396767	1171=1X1361=
124396768	124397767	1361=
124397768	124398767	1361=1X2157=
124398768	124399767	2157=
124399768	124400767	2157=6116I1907=
124400768	124401767	1907=
124401768	124402767	1907=6587I11343D
124402768	124403767	11343D
124403768	124404767	11343D
124404768	124405767	11343D
124405768	124406767	11343D
124406768	124407767	11343D
124407768	124408767	11343D
124408768	124409767	11343D
124409768	124410767	11343D
124410768	124411767	11343D
124411768	124412767	11343D
124412768	124413767	11343D1772=
124413768	124414767	1772=
124414768	124415767	1772=1X606=1X648=
124415768	124416767	648=1X661=
124416768	124417767	661=1X1831=
124417768	124418767	1831=
124418768	124419767	1831=1X217=1X8315=
124419768	124420767	8315=
124420768	124421767	8315=
124421768	124422767	8315=
124422768	124423767	8315=
124423768	124424767	8315=
124424768	124425767	8315=
124425768	124426767	8315=
124426768	124427767	8315=1X163=1X908=
124427768	124428767	908=1X615=
124428768	124429767	615=1X19=1X433=1X325=
124429768	124430767	325=1X568=1I1=1D2275=
124430768	124431767	2275=
124431768	124432767	2275=340I519=
124432768	124433767	519=1X4976=
124433768	124434767	4976=
124434768	124435767	4976=
124435768	124436767	4976=
124436768	124437767	4976=
124437768	124438767	4976=1X3199=
124438768	124439767	3199=
124439768	124440767	3199=
124440768	124441767	3199=1X388=1X10630=
124441768	124442767	10630=
124442768	124443767	10630=
124443768	124444767	10630=
124444768	124445767	10630=
124445768	124446767	10630=
124446768	124447767	10630=
124447768	124448767	10630=
124448768	124449767	10630=
124449768	124450767	10630=
124450768	124451767	10630=
124451768	124452767	10630=7139I1182=
124452768	124453767	1182=1X329=
124453768	124454767	329=1X868=6800I182=
124454768	124455767	182=1X2526=
124455768	124456767	2526=
124456768	124457767	2526=1X954=
124457768	124458767	954=1X327=1X1337=
124458768	124459767	1337=
124459768	124460767	1337=1X339=1X1621=
124460768	124461767	1621=
124461768	124462767	1621=1X843=
124462768	124463767	843=1X1742=
124463768	124464767	1742=1X3698=
124464768	124465767	3698=
124465768	124466767	3698=
124466768	124467767	3698=
124467768	124468767	3698=1X1077=
124468768	124469767	1077=1X4188=
124469768	124470767	4188=
124470768	124471767	4188=
124471768	124472767	4188=
124472768	124473767	4188=9515I4450=
124473768	124474767	4450=
124474768	124475767	4450=
124475768	124476767	4450=
124476768	124477767	4450=
124477768	124478767	4450=1X3642=
124478768	124479767	3642=
124479768	124480767	3642=
124480768	124481767	3642=2720I84=1X11828=
124481768	124482767	11828=
124482768	124483767	11828=
124483768	124484767	11828=
124484768	124485767	11828=
124485768	124486767	11828=
124486768	124487767	11828=
124487768	124488767	11828=
124488768	124489767	11828=
124489768	124490767	11828=
124490768	124491767	11828=
124491768	124492767	11828=
124492768	124493767	11828=341I403=
124493768	124494767	403=2041I29=1X54=1X6=1X60=1X1187=
124494768	124495767	1187=1X2283=
124495768	124496767	2283=
124496768	124497767	2283=1X153=1X1815=
124497768	124498767	1815=
124498768	124499767	1815=1X2900=
124499768	124500767	2900=
124500768	124501767	2900=
124501768	124502767	2900=1X3=1X1615=
124502768	124503767	1615=
124503768	124504767	1615=1X1201=
124504768	124505767	1201=1X298=1X324=
124505768	124506767	324=341I1664=
124506768	124507767	1664=1X675=
124507768	124508767	675=1698D
124508768	124509767	1698D
124509768	124510767	1698D1834=
124510768	124511767	1834=
124511768	124512767	1834=1X2050=
124512768	124513767	2050=
124513768	124514767	2050=1020I577=1X21=1X463=
124514768	124515767	463=1X532=1X801=
124515768	124516767	801=1X1860=
124516768	124517767	1860=
124517768	124518767	1860=1X425=1X5=2I1112=
124518768	124519767	1112=1X1954=
124519768	124520767	1954=
124520768	124521767	1954=1020I3300=
124521768	124522767	3300=
124522768	124523767	3300=
124523768	124524767	3300=
124524768	124525767	3300=1X952=
124525768	124526767	952=1X5012=
124526768	124527767	5012=
124527768	124528767	5012=
124528768	124529767	5012=
124529768	124530767	5012=
124530768	124531767	5012=1X224=1X2485=
124531768	124532767	2485=
124532768	124533767	2485=1X5757=
124533768	124534767	5757=
124534768	124535767	5757=
124535768	124536767	5757=
124536768	124537767	5757=
124537768	124538767	5757=
124538768	124539767	5757=1X1358=
124539768	124540767	1358=1X2377=
124540768	124541767	2377=
124541768	124542767	2377=
124542768	124543767	2377=1X6=1X789=
124543768	124544767	789=1X1020=
124544768	124545767	1020=1X6027=
124545768	124546767	6027=
124546768	124547767	6027=
124547768	124548767	6027=
124548768	124549767	6027=
124549768	124550767	6027=
124550768	124551767	6027=1X2073=
124551768	124552767	2073=
124552768	124553767	2073=1X2196=
124553768	124554767	2196=
124554768	124555767	2196=1X6271=
124555768	124556767	6271=
124556768	124557767	6271=
124557768	124558767	6271=
124558768	124559767	6271=
124559768	124560767	6271=
124560768	124561767	6271=1X332=
124561768	124562767	332=1X547=1X2969=
124562768	124563767	2969=
124563768	124564767	2969=
124564768	124565767	2969=1X3134=
124565768	124566767	3134=
124566768	124567767	3134=
124567768	124568767	3134=1X5475=
124568768	124569767	5475=
124569768	124570767	5475=
124570768	124571767	5475=
124571768	124572767	5475=
124572768	124573767	5475=
124573768	124574767	5475=1X383=2378D
124574768	124575767	2378D
124575768	124576767	2378D1029=
124576768	124577767	1029=4D618=
124577768	124578767	618=1X1086=
124578768	124579767	1086=1696D
124579768	124580767	1696D
124580768	124581767	1696D7466=
124581768	124582767	7466=
124582768	124583767	7466=
124583768	124584767	7466=
124584768	124585767	7466=
124585768	124586767	7466=
124586768	124587767	7466=
124587768	124588767	7466=6509I7205D
124588768	124589767	7205D
124589768	124590767	7205D
124590768	124591767	7205D
124591768	124592767	7205D
124592768	124593767	7205D
124593768	124594767	7205D
124594768	124595767	7205D
124595768	124596767	7205D240=1X40=1X93=1X71=1X48=1X168=1X108=1X124=1X5=1X26=1X211=
124596768	124597767	211=1X104=1X262=1X123=1D95=1X32=1X514=
124597768	124598767	514=1X204=1X189=1X52=1X411=
124598768	124599767	411=1X349=1X844=
124599768	124600767	844=1X35=1X787=
124600768	124601767	787=1700D
124601768	124602767	1700D2070=
124602768	124603767	2070=
124603768	124604767	2070=1X20=1X28=
124604768	124605767	28=1X6=1X13=1X2=1X1=1X13=1X29=1X44=1X13=1X1297=
124605768	124606767	1297=1X1332=
124606768	124607767	1332=1X270=
124607768	124608767	270=2721D
124608768	124609767	2721D
124609768	124610767	2721D1011=
124610768	124611767	1011=1X1003=
124611768	124612767	1003=340D
124612768	124613767	340D2302=
124613768	124614767	2302=
124614768	124615767	2302=1X32=1X346=1X3630=
124615768	124616767	3630=
124616768	124617767	3630=
124617768	124618767	3630=
124618768	124619767	3630=1X3043=
124619768	124620767	3043=
124620768	124621767	3043=
124621768	124622767	3043=1X32=1X754=
124622768	124623767	754=1X1495=
124623768	124624767	1495=1X3776=
124624768	124625767	3776=
124625768	124626767	3776=
124626768	124627767	3776=
124627768	124628767	3776=1X1587=
124628768	124629767	1587=
124629768	124630767	1587=1X1823=
124630768	124631767	1823=1X1952=
124631768	124632767	1952=
124632768	124633767	1952=1X1526=
124633768	124634767	1526=
124634768	124635767	1526=1X2383=
124635768	124636767	2383=
124636768	124637767	2383=1X10=1X504=
124637768	124638767	504=1X130=1X8142=
124638768	124639767	8142=
124639768	124640767	8142=
124640768	124641767	8142=
124641768	124642767	8142=
124642768	124643767	8142=
124643768	124644767	8142=
124644768	124645767	8142=
124645768	124646767	8142=1D21=1X49=1X250=2720D
124646768	124647767	2720D
124647768	124648767	2720D
124648768	124649767	2720D772=
124649768	124650767	772=1X53=1X2979=
124650768	124651767	2979=
124651768	124652767	2979=
124652768	124653767	2979=340I3089=
124653768	124654767	3089=
124654768	124655767	3089=
124655768	124656767	3089=1X834=
124656768	124657767	834=1X5016=
124657768	124658767	5016=
124658768	124659767	5016=
124659768	124660767	5016=
124660768	124661767	5016=
124661768	124662767	5016=1X1011=
124662768	124663767	1011=1X1048=
124663768	124664767	1048=1X79=1X94=2040D
124664768	124665767	2040D
124665768	124666767	2040D891=
124666768	124667767	891=1X1202=
124667768	124668767	1202=1X1133=
124668768	124669767	1133=1I2093=
124669768	124670767	2093=
124670768	124671767	2093=1X2475=
124671768	124672767	2475=
124672768	124673767	2475=
124673768	124674767	2475=1X3122=
124674768	124675767	3122=
124675768	124676767	3122=
124676768	124677767	3122=1X5753=
124677768	124678767	5753=
124678768	124679767	5753=
124679768	124680767	5753=
124680768	124681767	5753=
124681768	124682767	5753=
124682768	124683767	5753=1X266=1X641=
124683768	124684767	641=2040D
124684768	124685767	2040D
124685768	124686767	2040D2770=
124686768	124687767	2770=
124687768	124688767	2770=
124688768	124689767	2770=1X340=1X370=1X2884=
124689768	124690767	2884=
124690768	124691767	2884=
124691768	124692767	2884=1X2135=
124692768	124693767	2135=
124693768	124694767	2135=1X2068=
124694768	124695767	2068=
124695768	124696767	2068=1X767=
124696768	124697767	767=1X1722=
124697768	124698767	1722=
124698768	124699767	1722=1X647=1X7058=
